MORGE Maxime;MANCARELLA Paolo;2010
DE OLIVEIRA RODRIGUES Cleyton Mario;ALMEIDA DA SILVA Marcos Aurelio;2010
DANTAS GALVAO Eric Rommel;DE AZEVEDO Ryan Ribeiro;2010
DANTAS GALVAO Eric Rommel;ALMEIDA DA SILVA Marcos Aurelio;2010
DE AZEVEDO Ryan Ribeiro;ALMEIDA DA SILVA Marcos Aurelio;2010
JIMENEZ Pilar;SANCHEZ-CAMBRONERO Santos;2010
JIMENEZ Pilar;GALLEGO Inmaculada;2010
JIMENEZ Pilar;RIVAS Ana;2010
SANCHEZ-CAMBRONERO Santos;GALLEGO Inmaculada;2010
SANCHEZ-CAMBRONERO Santos;RIVAS Ana;2010
GALLEGO Inmaculada;RIVAS Ana;2010
LAVENDELIS Egons;GRUNDSPENKIS Janis;2010
PALETTA Mauricio;HERRERO Pilar;2010
EDWARD Lydie;AMOKRANE Kahina;2010
EDWARD Lydie;LOURDEAUX Domitile;2010
EDWARD Lydie;BARTHES Jean-Paul;2010
AMOKRANE Kahina;LOURDEAUX Domitile;2010
AMOKRANE Kahina;BARTHES Jean-Paul;2010
LOURDEAUX Domitile;BARTHES Jean-Paul;2010
KINIE Abel;MONTOIS Jean-Jacques;2010
CHAABAN Yaser;HAEHNER Joerg;2010
CHAABAN Yaser;MUELLER-SCHLOER Christian;2010
HAEHNER Joerg;MUELLER-SCHLOER Christian;2010
ZHOU Xiaofei;JIANG Wenhan;2010
ZHOU Xiaofei;SHI Yong;2010
JIANG Wenhan;SHI Yong;2010
POTISARTRA Kittisak;KOTRAJARAS Vishnu;2010
KIRAN Bhagiya R.;PATEL Sankita;2010
PENG Yingqiong;WANG Yinglong;2010
PENG Yingqiong;TANG Jianjun;2010
PENG Yingqiong;LI Zhiping;2010
WANG Yinglong;TANG Jianjun;2010
WANG Yinglong;LI Zhiping;2010
TANG Jianjun;LI Zhiping;2010
ARPAIA Pasquale;MAISTO Domenico;2010
ARPAIA Pasquale;MANNA Carlo;2010
MAISTO Domenico;MANNA Carlo;2010
BYE Robin T.;VAN ALBADA Siebe B.;2010
BYE Robin T.;YNDESTAD Harald;2010
VAN ALBADA Siebe B.;YNDESTAD Harald;2010
COSTA Nuno;CARNEIRO Davide;2010
COSTA Nuno;NOVAIS Paulo;2010
COSTA Nuno;BARBIERI Diovana;2010
COSTA Nuno;ANDRADE Francisco;2010
CARNEIRO Davide;NOVAIS Paulo;2010
CARNEIRO Davide;BARBIERI Diovana;2010
CARNEIRO Davide;ANDRADE Francisco;2010
NOVAIS Paulo;BARBIERI Diovana;2010
NOVAIS Paulo;ANDRADE Francisco;2010
BARBIERI Diovana;ANDRADE Francisco;2010
MASVOULA Marisa;KANELLIS Panagiotis;2010
MASVOULA Marisa;MARTAKOS Drakoulis;2010
KANELLIS Panagiotis;MARTAKOS Drakoulis;2010
DA SILVA David Targueta;GOUVEA COELHO Pedro Henrique;2010
DA SILVA David Targueta;PINTO RODRIGUES Joaquim. Augusto;2010
DA SILVA David Targueta;NETO Luiz Biondi;2010
GOUVEA COELHO Pedro Henrique;PINTO RODRIGUES Joaquim. Augusto;2010
GOUVEA COELHO Pedro Henrique;NETO Luiz Biondi;2010
PINTO RODRIGUES Joaquim. Augusto;NETO Luiz Biondi;2010
OVIEDO D.;ROMERO-TERNERO M. C.;2010
OVIEDO D.;HERNANDEZ M. D.;2010
OVIEDO D.;CARRASCO A.;2010
OVIEDO D.;SIVIANES F.;2010
OVIEDO D.;ESCUDERO J. I.;2010
ROMERO-TERNERO M. C.;HERNANDEZ M. D.;2010
ROMERO-TERNERO M. C.;CARRASCO A.;2010
ROMERO-TERNERO M. C.;SIVIANES F.;2010
ROMERO-TERNERO M. C.;ESCUDERO J. I.;2010
HERNANDEZ M. D.;CARRASCO A.;2010
HERNANDEZ M. D.;SIVIANES F.;2010
HERNANDEZ M. D.;ESCUDERO J. I.;2010
CARRASCO A.;SIVIANES F.;2010
CARRASCO A.;ESCUDERO J. I.;2010
SIVIANES F.;ESCUDERO J. I.;2010
LASSIG Jorg;TROMMLER Ullrich;2010
SZOTA M.;JASINSKI J.;2010
HUTTUNEN Anniina;BRACE William;2010
HUTTUNEN Anniina;KANTOLA Vesa;2010
HUTTUNEN Anniina;LECHNER Lorenz;2010
HUTTUNEN Anniina;KULOVESI Jakke;2010
HUTTUNEN Anniina;SILVENNOINEN Kari;2010
BRACE William;KANTOLA Vesa;2010
BRACE William;LECHNER Lorenz;2010
BRACE William;KULOVESI Jakke;2010
BRACE William;SILVENNOINEN Kari;2010
KANTOLA Vesa;LECHNER Lorenz;2010
KANTOLA Vesa;KULOVESI Jakke;2010
KANTOLA Vesa;SILVENNOINEN Kari;2010
LECHNER Lorenz;KULOVESI Jakke;2010
LECHNER Lorenz;SILVENNOINEN Kari;2010
KULOVESI Jakke;SILVENNOINEN Kari;2010
HOAG Lucy;KICHKAYLO Tatiana;2010
HOAG Lucy;BARNHART David;2010
KICHKAYLO Tatiana;BARNHART David;2010
BERBEY ALVAREZ Aranzazu;CABALLERO GEORGE Rony;2010
BERBEY ALVAREZ Aranzazu;SANZ BOBI Juan de Dios;2010
BERBEY ALVAREZ Aranzazu;GALAN LOPEZ Ramon;2010
CABALLERO GEORGE Rony;SANZ BOBI Juan de Dios;2010
CABALLERO GEORGE Rony;GALAN LOPEZ Ramon;2010
SANZ BOBI Juan de Dios;GALAN LOPEZ Ramon;2010
KOURD Y.;GUERSI N.;2010
KOURD Y.;LEFEBVRE D.;2010
GUERSI N.;LEFEBVRE D.;2010
FENG Xiuzhen;WU Gaofeng;2010
ZHU Xue-biao;CHEN Kui-sheng;2010
ZHU Xue-biao;DU Yong-gang;2010
CHEN Kui-sheng;DU Yong-gang;2010
DARYABEIGI E.;MARKADEH G. R. Arab;2010
DARYABEIGI E.;LUCAS C.;2010
MARKADEH G. R. Arab;LUCAS C.;2010
MARIN-DE-LA-BARCENA Amparo;MARCANO-CEDENO Alexis;2010
MARIN-DE-LA-BARCENA Amparo;JIMENEZ-TRILLO Juan;2010
MARIN-DE-LA-BARCENA Amparo;PINUELA Juan A.;2010
MARIN-DE-LA-BARCENA Amparo;ANDINA Diego;2010
MARCANO-CEDENO Alexis;JIMENEZ-TRILLO Juan;2010
MARCANO-CEDENO Alexis;PINUELA Juan A.;2010
MARCANO-CEDENO Alexis;ANDINA Diego;2010
JIMENEZ-TRILLO Juan;PINUELA Juan A.;2010
JIMENEZ-TRILLO Juan;ANDINA Diego;2010
PINUELA Juan A.;ANDINA Diego;2010
BRANQUINHO Augusto A. B.;LOPES Carlos R.;2010
DENG Xiaoguang;VROMAN Philippe;2010
DENG Xiaoguang;ZENG Xianyi;2010
DENG Xiaoguang;LAOUISSET Brahim;2010
VROMAN Philippe;ZENG Xianyi;2010
VROMAN Philippe;LAOUISSET Brahim;2010
ZENG Xianyi;LAOUISSET Brahim;2010
MASSELLI Yvo Marcelo C.;LAMBERT-TORRES Germano;2010
MASSELLI Yvo Marcelo C.;VALERIO DE MORAES Carlos Henrique;2010
MASSELLI Yvo Marcelo C.;BORGES DA SILVA Luiz Eduardo;2010
MASSELLI Yvo Marcelo C.;ESMIN Ahmed A. A.;2010
LAMBERT-TORRES Germano;VALERIO DE MORAES Carlos Henrique;2010
LAMBERT-TORRES Germano;BORGES DA SILVA Luiz Eduardo;2010
LAMBERT-TORRES Germano;ESMIN Ahmed A. A.;2010
VALERIO DE MORAES Carlos Henrique;BORGES DA SILVA Luiz Eduardo;2010
VALERIO DE MORAES Carlos Henrique;ESMIN Ahmed A. A.;2010
BORGES DA SILVA Luiz Eduardo;ESMIN Ahmed A. A.;2010
VALE Zita A.;RAMOS Carlos;2010
VALE Zita A.;SILVA Marco R.;2010
VALE Zita A.;SOARES Joao P.;2010
VALE Zita A.;CANIZES Bruno;2010
VALE Zita A.;SOUSA Tiago;2010
VALE Zita A.;KHODR Hussein M.;2010
RAMOS Carlos;SILVA Marco R.;2010
RAMOS Carlos;SOARES Joao P.;2010
RAMOS Carlos;CANIZES Bruno;2010
RAMOS Carlos;SOUSA Tiago;2010
RAMOS Carlos;KHODR Hussein M.;2010
SILVA Marco R.;SOARES Joao P.;2010
SILVA Marco R.;CANIZES Bruno;2010
SILVA Marco R.;SOUSA Tiago;2010
SILVA Marco R.;KHODR Hussein M.;2010
SOARES Joao P.;CANIZES Bruno;2010
SOARES Joao P.;SOUSA Tiago;2010
SOARES Joao P.;KHODR Hussein M.;2010
CANIZES Bruno;SOUSA Tiago;2010
CANIZES Bruno;KHODR Hussein M.;2010
SOUSA Tiago;KHODR Hussein M.;2010
VIEIRA Davi C. de L.;ADEODATO Paulo J. L.;2010
VIEIRA Davi C. de L.;GONCALVES Paulo M.;2010
ADEODATO Paulo J. L.;GONCALVES Paulo M.;2010
ESNAOLA Urko;SMITHERS Tim;2010
ESNAOLA Urko;AGIRRE IBARBIA Jon;2010
SMITHERS Tim;AGIRRE IBARBIA Jon;2010
SUJATHA K. Naga;VAISAKH K.;2010
SUJATHA K. Naga;ANAND G.;2010
VAISAKH K.;ANAND G.;2010
XIONG Xiaofeng;HU Ying;2010
XIONG Xiaofeng;ZHANG Jianwei;2010
HU Ying;ZHANG Jianwei;2010
AMANNA Ashwin;REED Jeffrey H.;2010
ADI Mohamad Nadim;ROBERTS David;2010
FARIA Brigida Monica;SANTOS Beatriz Sousa;2010
FARIA Brigida Monica;LAU Nuno;2010
FARIA Brigida Monica;REIS Luis Paulo;2010
SANTOS Beatriz Sousa;LAU Nuno;2010
SANTOS Beatriz Sousa;REIS Luis Paulo;2010
LAU Nuno;REIS Luis Paulo;2010
CARBAJAL HERNANDEZ Jose Juan;SANCHEZ FERNANDEZ Luis Pastor;2010
CARBAJAL HERNANDEZ Jose Juan;MORENO IBARRA Marco Antonio;2010
SANCHEZ FERNANDEZ Luis Pastor;MORENO IBARRA Marco Antonio;2010
FERNANDEZ Joaquin R.;CORTES Pablo;2010
FERNANDEZ Joaquin R.;APARICIO Pablo;2010
CORTES Pablo;APARICIO Pablo;2010
AGUERO Martin;MADOU Franco;2010
AGUERO Martin;ESPERON Gabriela;2010
AGUERO Martin;LOPEZ DE LUISE Daniela;2010
MADOU Franco;ESPERON Gabriela;2010
MADOU Franco;LOPEZ DE LUISE Daniela;2010
ESPERON Gabriela;LOPEZ DE LUISE Daniela;2010
JAVIER DEL ALAMO F.;MARTINEZ Raquel;2010
JAVIER DEL ALAMO F.;ALBERTO JAEN Jose;2010
MARTINEZ Raquel;ALBERTO JAEN Jose;2010
MUGGLETON Stephen;PAES Aline;2010
MUGGLETON Stephen;COSTA Vitor Santos;2010
MUGGLETON Stephen;ZAVERUCHA Gerson;2010
PAES Aline;COSTA Vitor Santos;2010
PAES Aline;ZAVERUCHA Gerson;2010
COSTA Vitor Santos;ZAVERUCHA Gerson;2010
RAMADASS Sathya;ABHRAHAM Annamma;2010
SENAN Norhalina;IBRAHIM Rosziati;2010
SENAN Norhalina;NAWI Nazri Mohd;2010
SENAN Norhalina;YANTO Iwan Tri Riyadi;2010
SENAN Norhalina;HERAWAN Tutut;2010
IBRAHIM Rosziati;NAWI Nazri Mohd;2010
IBRAHIM Rosziati;YANTO Iwan Tri Riyadi;2010
IBRAHIM Rosziati;HERAWAN Tutut;2010
NAWI Nazri Mohd;YANTO Iwan Tri Riyadi;2010
NAWI Nazri Mohd;HERAWAN Tutut;2010
YANTO Iwan Tri Riyadi;HERAWAN Tutut;2010
ZAMANI Mazdak;MANAF Azizah Bt Abdul;2010
ZAMANI Mazdak;AHMAD Rabiah Bt;2010
ZAMANI Mazdak;JARYANI Farhang;2010
ZAMANI Mazdak;CHAEIKAR Saman Shojae;2010
ZAMANI Mazdak;ZEIDANLOO Hossein Rouhani;2010
MANAF Azizah Bt Abdul;AHMAD Rabiah Bt;2010
MANAF Azizah Bt Abdul;JARYANI Farhang;2010
MANAF Azizah Bt Abdul;CHAEIKAR Saman Shojae;2010
MANAF Azizah Bt Abdul;ZEIDANLOO Hossein Rouhani;2010
AHMAD Rabiah Bt;JARYANI Farhang;2010
AHMAD Rabiah Bt;CHAEIKAR Saman Shojae;2010
AHMAD Rabiah Bt;ZEIDANLOO Hossein Rouhani;2010
JARYANI Farhang;CHAEIKAR Saman Shojae;2010
JARYANI Farhang;ZEIDANLOO Hossein Rouhani;2010
CHAEIKAR Saman Shojae;ZEIDANLOO Hossein Rouhani;2010
MOENKS Uwe;PETKER Denis;2010
MOENKS Uwe;LOHWEG Volker;2010
PETKER Denis;LOHWEG Volker;2010
KANG Le;XIANG Ji;2010
MISEVICIUS Alfonsas;BLAZINSKAS Andrius;2010
ZAMBACH Sine;HANSEN Jens Ulrik;2010
GOKMEN Gokhan;AKINCI Tahir Cetin;2010
GOKMEN Gokhan;TEKTAS Mehmet;2010
GOKMEN Gokhan;ONAT Nevzat;2010
GOKMEN Gokhan;KOCYIGIT Gokhan;2010
GOKMEN Gokhan;TEKTAS Necla;2010
AKINCI Tahir Cetin;TEKTAS Mehmet;2010
AKINCI Tahir Cetin;ONAT Nevzat;2010
AKINCI Tahir Cetin;KOCYIGIT Gokhan;2010
AKINCI Tahir Cetin;TEKTAS Necla;2010
TEKTAS Mehmet;ONAT Nevzat;2010
TEKTAS Mehmet;KOCYIGIT Gokhan;2010
TEKTAS Mehmet;TEKTAS Necla;2010
ONAT Nevzat;KOCYIGIT Gokhan;2010
ONAT Nevzat;TEKTAS Necla;2010
KOCYIGIT Gokhan;TEKTAS Necla;2010
OPREAN Constantin;KIFOR Claudiu V.;2010
OPREAN Constantin;NEGULESCU Sorin C.;2010
OPREAN Constantin;BARBAT Boldur E.;2010
KIFOR Claudiu V.;NEGULESCU Sorin C.;2010
KIFOR Claudiu V.;BARBAT Boldur E.;2010
NEGULESCU Sorin C.;BARBAT Boldur E.;2010
TUPY Jaroslav;ZELINKA Ivan;2010
MAURENTE Cecilia;OCAMPO EDYE Ernesto;2010
MAURENTE Cecilia;HERRERA DELGADO Silvia;2010
MAURENTE Cecilia;RODRIGUEZ GARCIA Daniel;2010
OCAMPO EDYE Ernesto;HERRERA DELGADO Silvia;2010
OCAMPO EDYE Ernesto;RODRIGUEZ GARCIA Daniel;2010
HERRERA DELGADO Silvia;RODRIGUEZ GARCIA Daniel;2010
CANCELO Facundo E.;CABABIE Pablo;2010
CANCELO Facundo E.;LOPEZ DE LUISE Daniela;2010
CANCELO Facundo E.;BARRERA Gabriel;2010
CABABIE Pablo;LOPEZ DE LUISE Daniela;2010
CABABIE Pablo;BARRERA Gabriel;2010
LOPEZ DE LUISE Daniela;BARRERA Gabriel;2010
OSPINA Alberto Piedrahita;CANOLA Alcides Montoya;2010
OSPINA Alberto Piedrahita;CARRANZA Demetrio Ovalle;2010
CANOLA Alcides Montoya;CARRANZA Demetrio Ovalle;2010
MUNGUIA J.;FENOLLOSA F.;2010
RAMIK Jaroslav;VLACH Milan;2010
JANAL P.;STARY M.;2010
OSTOJIN S.;BOXALL J. B.;2010
OSTOJIN S.;MOUNCE S. R.;2010
OSTOJIN S.;SINGERTON D.;2010
BOXALL J. B.;MOUNCE S. R.;2010
BOXALL J. B.;SINGERTON D.;2010
MOUNCE S. R.;SINGERTON D.;2010
DOULAMIS Nikolaos;CHRONIS Evangelos;2010
DOULAMIS Nikolaos;MIAOULIS George;2010
DOULAMIS Nikolaos;PLEMENOS Dimitri;2010
CHRONIS Evangelos;MIAOULIS George;2010
CHRONIS Evangelos;PLEMENOS Dimitri;2010
MIAOULIS George;PLEMENOS Dimitri;2010
CALMET Jacques;CAMPBELL John A.;2010
DICKEN Luke;LEVINE John;2010
KRYSZKIEWICZ Marzena;LASEK Piotr;2010
LEON Maikel;BELLO Rafael;2010
LEON Maikel;VANHOOF Koen;2010
BELLO Rafael;VANHOOF Koen;2010
FENG Lin;LI Tianrui;2010
GONZALEZ-PARDO Antonio;VARONA Pablo;2010
GONZALEZ-PARDO Antonio;CAMACHO David;2010
GONZALEZ-PARDO Antonio;RODRIGUEZ ORTIZ Francisco de Borja;2010
VARONA Pablo;CAMACHO David;2010
VARONA Pablo;RODRIGUEZ ORTIZ Francisco de Borja;2010
CAMACHO David;RODRIGUEZ ORTIZ Francisco de Borja;2010
VARGAS BENITEZ Cesar Manuel;LOPES Heitor Silverio;2010
RAJA Muhammad Asif Zahoor;KHAN Junaid Ali;2010
RAJA Muhammad Asif Zahoor;QURESHI I. M.;2010
KHAN Junaid Ali;QURESHI I. M.;2010
CHENG Ching-Hsue;SU Chung-Ho;2010
CHENG Ching-Hsue;CHEN Tai-Liang;2010
CHENG Ching-Hsue;CHIANG Hung-Hsing;2010
SU Chung-Ho;CHEN Tai-Liang;2010
SU Chung-Ho;CHIANG Hung-Hsing;2010
CHEN Tai-Liang;CHIANG Hung-Hsing;2010
LONGO Luca;BARRETT Stephen;2010
CAO Yanan;CAO Cungen;2010
CAO Yanan;ZANG Liangjun;2010
CAO Yanan;WANG Shi;2010
CAO Yanan;WANG Dongsheng;2010
CAO Cungen;ZANG Liangjun;2010
CAO Cungen;WANG Shi;2010
CAO Cungen;WANG Dongsheng;2010
ZANG Liangjun;WANG Shi;2010
ZANG Liangjun;WANG Dongsheng;2010
WANG Shi;WANG Dongsheng;2010
KENT Robert D.;KOBTI Ziad;2010
KENT Robert D.;SNOWDON Anne;2010
KENT Robert D.;AGGARWAL Akshai;2010
KOBTI Ziad;SNOWDON Anne;2010
KOBTI Ziad;AGGARWAL Akshai;2010
SNOWDON Anne;AGGARWAL Akshai;2010
PAVLIK Philip;TOTH Joe;2010
JUNG HyunRyong;SONG Meongchul;2010
SIEBER Gregor;KRENN Brigitte;2010
LEE Greg;BULITKO Vadim;2010
 Zhang Duan-jin; Yang Lin;2010
 Zhang Duan-jin; Liu Na;2010
 Yang Lin; Liu Na;2010
KIM Han Me;LEE Chang Don;2010
KIM Han Me;KIM Doo Hyeong;2010
KIM Han Me;PARK Kyoung Taik;2010
LEE Chang Don;KIM Doo Hyeong;2010
LEE Chang Don;PARK Kyoung Taik;2010
KIM Doo Hyeong;PARK Kyoung Taik;2010
ZHOU Qing;CHAN Christine;2010
ZHOU Qing;TONTIWACHIWUTHIKUL Paitoon;2010
CHAN Christine;TONTIWACHIWUTHIKUL Paitoon;2010
JAYARAMAN V. K.;SUNDARARAJAN V.;2010
HOLMUKHE R. M.;DHUMALE Sunita;2010
HOLMUKHE R. M.;CHAUDHARI P. S.;2010
HOLMUKHE R. M.;KULKARNI P. P.;2010
DHUMALE Sunita;CHAUDHARI P. S.;2010
DHUMALE Sunita;KULKARNI P. P.;2010
CHAUDHARI P. S.;KULKARNI P. P.;2010
ULLAH Nazrin;CHOUDHURY P.;2010
SANCHEZ-GUZMAN D.;MORA Cesar;2010
CHAROENKWAN Phasit;FANG Shih-Wei;2010
CHAROENKWAN Phasit;WONG Sai-Keung;2010
FANG Shih-Wei;WONG Sai-Keung;2010
TOYODA Takuma;KOTANI Yoshiyuki;2010
OWAIED Hussein H.;QASEM Monzer Moh'd;2010
RATHIKA P.;DEVARAJ D.;2010
DU Yunyan;ZHOU Chenghu;2010
DU Yunyan;WANG Lijing;2010
DU Yunyan;QI Guangya;2010
DU Yunyan;YANG Xinzhong;2010
ZHOU Chenghu;WANG Lijing;2010
ZHOU Chenghu;QI Guangya;2010
ZHOU Chenghu;YANG Xinzhong;2010
WANG Lijing;QI Guangya;2010
WANG Lijing;YANG Xinzhong;2010
QI Guangya;YANG Xinzhong;2010
BURN S.;MARLOW D.;2010
BURN S.;TRAN D.;2010
MARLOW D.;TRAN D.;2010
ABU HELOU Mamoun;ABID Adnan;2010
NAIR T. R. Gopalakrishnan;MALHOTRA Meenakshi;2010
FRESE Christian;BEYERER Juergen;2010
 Erzsebet Mak; Balazs Pinter;2010
 Erzsebet Mak; Balazs Gaal;2010
 Erzsebet Mak; Istvan Vassanyi;2010
 Erzsebet Mak; Gyoergy Kozmarnn;2010
 Erzsebet Mak; Istvanne Nemeth;2010
 Balazs Pinter; Balazs Gaal;2010
 Balazs Pinter; Istvan Vassanyi;2010
 Balazs Pinter; Gyoergy Kozmarnn;2010
 Balazs Pinter; Istvanne Nemeth;2010
 Balazs Gaal; Istvan Vassanyi;2010
 Balazs Gaal; Gyoergy Kozmarnn;2010
 Balazs Gaal; Istvanne Nemeth;2010
 Istvan Vassanyi; Gyoergy Kozmarnn;2010
 Istvan Vassanyi; Istvanne Nemeth;2010
 Gyoergy Kozmarnn; Istvanne Nemeth;2010
CZARNECKI Adam;ORLOWSKI Cezary;2010
ABE Hidenao;TSUMOTO Shusaku;2010
WAN Jie;BYRNE Caroline;2010
WAN Jie;O'HARE Gregory M. P.;2010
WAN Jie;O'GRADY Michael J.;2010
BYRNE Caroline;O'HARE Gregory M. P.;2010
BYRNE Caroline;O'GRADY Michael J.;2010
O'HARE Gregory M. P.;O'GRADY Michael J.;2010
LOPEZ Vanessa;NIKOLOV Andriy;2010
LOPEZ Vanessa;SABOU Marta;2010
LOPEZ Vanessa;UREN Victoria;2010
LOPEZ Vanessa;MOTTA Enrico;2010
LOPEZ Vanessa;D'AQUIN Mathieu;2010
NIKOLOV Andriy;SABOU Marta;2010
NIKOLOV Andriy;UREN Victoria;2010
NIKOLOV Andriy;MOTTA Enrico;2010
NIKOLOV Andriy;D'AQUIN Mathieu;2010
SABOU Marta;UREN Victoria;2010
SABOU Marta;MOTTA Enrico;2010
SABOU Marta;D'AQUIN Mathieu;2010
UREN Victoria;MOTTA Enrico;2010
UREN Victoria;D'AQUIN Mathieu;2010
MOTTA Enrico;D'AQUIN Mathieu;2010
RODRIGUEZ-GONZALEZ Alejandro;GULDRIS-IGLESIAS Fernando;2010
RODRIGUEZ-GONZALEZ Alejandro;COLOMO-PALACIOS Ricardo;2010
RODRIGUEZ-GONZALEZ Alejandro;GOMEZ-BERBIS Juan Miguel;2010
RODRIGUEZ-GONZALEZ Alejandro;JIMENEZ-DOMINGO Enrique;2010
RODRIGUEZ-GONZALEZ Alejandro;ALOR-HERNANDEZ Giner;2010
RODRIGUEZ-GONZALEZ Alejandro;POSADA-GOMEZ Ruben;2010
RODRIGUEZ-GONZALEZ Alejandro;CORTES-ROBLES Guillermo;2010
GULDRIS-IGLESIAS Fernando;COLOMO-PALACIOS Ricardo;2010
GULDRIS-IGLESIAS Fernando;GOMEZ-BERBIS Juan Miguel;2010
GULDRIS-IGLESIAS Fernando;JIMENEZ-DOMINGO Enrique;2010
GULDRIS-IGLESIAS Fernando;ALOR-HERNANDEZ Giner;2010
GULDRIS-IGLESIAS Fernando;POSADA-GOMEZ Ruben;2010
GULDRIS-IGLESIAS Fernando;CORTES-ROBLES Guillermo;2010
COLOMO-PALACIOS Ricardo;GOMEZ-BERBIS Juan Miguel;2010
COLOMO-PALACIOS Ricardo;JIMENEZ-DOMINGO Enrique;2010
COLOMO-PALACIOS Ricardo;ALOR-HERNANDEZ Giner;2010
COLOMO-PALACIOS Ricardo;POSADA-GOMEZ Ruben;2010
COLOMO-PALACIOS Ricardo;CORTES-ROBLES Guillermo;2010
GOMEZ-BERBIS Juan Miguel;JIMENEZ-DOMINGO Enrique;2010
GOMEZ-BERBIS Juan Miguel;ALOR-HERNANDEZ Giner;2010
GOMEZ-BERBIS Juan Miguel;POSADA-GOMEZ Ruben;2010
GOMEZ-BERBIS Juan Miguel;CORTES-ROBLES Guillermo;2010
JIMENEZ-DOMINGO Enrique;ALOR-HERNANDEZ Giner;2010
JIMENEZ-DOMINGO Enrique;POSADA-GOMEZ Ruben;2010
JIMENEZ-DOMINGO Enrique;CORTES-ROBLES Guillermo;2010
ALOR-HERNANDEZ Giner;POSADA-GOMEZ Ruben;2010
ALOR-HERNANDEZ Giner;CORTES-ROBLES Guillermo;2010
POSADA-GOMEZ Ruben;CORTES-ROBLES Guillermo;2010
BOTTRIGHI Alessio;CHESANI Federico;2010
BOTTRIGHI Alessio;MELLO Paola;2010
BOTTRIGHI Alessio;MONTALI Marco;2010
BOTTRIGHI Alessio;MONTANI Stefania;2010
BOTTRIGHI Alessio;STORARI Sergio;2010
BOTTRIGHI Alessio;TERENZIANI Paolo;2010
CHESANI Federico;MELLO Paola;2010
CHESANI Federico;MONTALI Marco;2010
CHESANI Federico;MONTANI Stefania;2010
CHESANI Federico;STORARI Sergio;2010
CHESANI Federico;TERENZIANI Paolo;2010
MELLO Paola;MONTALI Marco;2010
MELLO Paola;MONTANI Stefania;2010
MELLO Paola;STORARI Sergio;2010
MELLO Paola;TERENZIANI Paolo;2010
MONTALI Marco;MONTANI Stefania;2010
MONTALI Marco;STORARI Sergio;2010
MONTALI Marco;TERENZIANI Paolo;2010
MONTANI Stefania;STORARI Sergio;2010
MONTANI Stefania;TERENZIANI Paolo;2010
STORARI Sergio;TERENZIANI Paolo;2010
CHEN Juan;JIA Haiyang;2010
CHEN Juan;LIU Dayou;2010
CHEN Juan;ZHANG Changhai;2010
JIA Haiyang;LIU Dayou;2010
JIA Haiyang;ZHANG Changhai;2010
LIU Dayou;ZHANG Changhai;2010
STOOPS David;WANG Hui;2010
STOOPS David;MOORE George;2010
STOOPS David;BI Yaxin;2010
WANG Hui;MOORE George;2010
WANG Hui;BI Yaxin;2010
MOORE George;BI Yaxin;2010
CAPRARO Gerard T.;WICKS Michael C.;2010
HARAGUCHI Kazuya;HONG Seok-Hee;2010
HARAGUCHI Kazuya;NAGAMOCHI Hiroshi;2010
HONG Seok-Hee;NAGAMOCHI Hiroshi;2010
ZHANG Yibo;TENG Lirong;2010
ZHANG Yibo;QUAN Yutong;2010
ZHANG Yibo;TIAN Hongru;2010
ZHANG Yibo;DONG Yuan;2010
ZHANG Yibo;MENG Qingfan;2010
ZHANG Yibo;LU Jiahui;2010
ZHANG Yibo;LIN Feng;2010
ZHANG Yibo;ZHENG Xueqing;2010
TENG Lirong;QUAN Yutong;2010
TENG Lirong;TIAN Hongru;2010
TENG Lirong;DONG Yuan;2010
TENG Lirong;MENG Qingfan;2010
TENG Lirong;LU Jiahui;2010
TENG Lirong;LIN Feng;2010
TENG Lirong;ZHENG Xueqing;2010
QUAN Yutong;TIAN Hongru;2010
QUAN Yutong;DONG Yuan;2010
QUAN Yutong;MENG Qingfan;2010
QUAN Yutong;LU Jiahui;2010
QUAN Yutong;LIN Feng;2010
QUAN Yutong;ZHENG Xueqing;2010
TIAN Hongru;DONG Yuan;2010
TIAN Hongru;MENG Qingfan;2010
TIAN Hongru;LU Jiahui;2010
TIAN Hongru;LIN Feng;2010
TIAN Hongru;ZHENG Xueqing;2010
DONG Yuan;MENG Qingfan;2010
DONG Yuan;LU Jiahui;2010
DONG Yuan;LIN Feng;2010
DONG Yuan;ZHENG Xueqing;2010
MENG Qingfan;LU Jiahui;2010
MENG Qingfan;LIN Feng;2010
MENG Qingfan;ZHENG Xueqing;2010
LU Jiahui;LIN Feng;2010
LU Jiahui;ZHENG Xueqing;2010
LIN Feng;ZHENG Xueqing;2010
LENDVAI Piroska;DECLERCK Thierry;2010
LENDVAI Piroska;DARANYI Sandor;2010
LENDVAI Piroska;GERVAS Pablo;2010
LENDVAI Piroska;HERVAS Raquel;2010
LENDVAI Piroska;MALEC Scott;2010
LENDVAI Piroska;PEINADO Federico;2010
DECLERCK Thierry;DARANYI Sandor;2010
DECLERCK Thierry;GERVAS Pablo;2010
DECLERCK Thierry;HERVAS Raquel;2010
DECLERCK Thierry;MALEC Scott;2010
DECLERCK Thierry;PEINADO Federico;2010
DARANYI Sandor;GERVAS Pablo;2010
DARANYI Sandor;HERVAS Raquel;2010
DARANYI Sandor;MALEC Scott;2010
DARANYI Sandor;PEINADO Federico;2010
GERVAS Pablo;HERVAS Raquel;2010
GERVAS Pablo;MALEC Scott;2010
GERVAS Pablo;PEINADO Federico;2010
